,dataSource,name,address,geo,siteUrl,tourArea,administrativeDong,lodgingCategory,roomType,description,aggregate_rating,star_rating,officalRating,facility,lastUpdate,telephone,imageUrl,event
10,KakaoMap,테니스펜션,초전면 월곡리 552-4,"[36.0100358, 128.2372125]",,,초전면,펜션,,,0,,,,2020.06.30.,,[],
11,KakaoMap,영동물한계곡초록마을펜션평상,상촌면 대해리 1041-3,"[36.113788, 127.8943719]",http://xn--3o2b0z96mira10v7jj52llka.com/,,상촌면,펜션,,,3.0,,,,2021.11.11.,010-2247-7827,"['https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F90F9C10D8EB84C1A8994CB1D30FE7D17', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA5603C8691EC4E54B506A9668679D3B9', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F09EBBD94FD1544A9862C626A00432E52', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC161100501B74D8DA042002367C56638', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F774508AE685042C1B8FAFC363FCA8D09', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE31D84C6A7294F8C9EA18BA4277D5FB3', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1DA3BF0FA57C413087D5B6CD73F5D584', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49B496A78A4E4A30BDBF4D7E96F8702E', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0C4816A58F4D4998AF24EC95C4AC17ED', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB906889DFF224B9F8F0D2EAB99403D10']",
12,KakaoMap,푸른숲펜션,상촌면 하도대리 20,"[36.127264, 127.8994654]",http://cafe.daum.net/green-pension,,상촌면,펜션,,,0,,,,2018.02.28.,,"['https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F98B6E29F6EE146478A389EAB726D7169', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F117ED0EE1B214D9F93E2B3F50195F09D', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F153DC61C4B46A4C52C', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F98B6E29F6EE146478A389EAB726D7169']",
13,KakaoMap,용소골펜션,벽진면 봉학리 956,"[35.9684442, 128.1738574]",,,벽진면,펜션,,,0,,,,2018.03.04.,054-931-1638,[],
14,KakaoMap,해들녘펜션,선산읍 완전리 158,"[36.2396428, 128.298253]",,,선산읍,펜션,,,0,,,,2021.07.27.,,[],
15,KakaoMap,풀빛동산펜션,상촌면 대해리 381,"[36.0813497, 127.9043783]",,,상촌면,펜션,,,0,,,,2019.09.10.,,[],
16,KakaoMap,김천영희민박팬션,대항면 운수리 462-1,"[36.1086895, 128.0101742]",http://younheepan.com/,,대항면,민박,,,0,,,,2019.08.09.,010-2710-0194,"['https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Fpostfiles8.naver.net%2FMjAxOTA3MTlfODIg%2FMDAxNTYzNTMwNDUzNzA0.G2VNQ52kHsM-Q76KfmAJ3wWGJWwKprHS6m6mhrS3_TAg.yqR6sLSrxUXViekhe1YCEka8xHglfLiRn5wqRtoXQzgg.JPEG.yes99ok%2FKakaoTalk_20190718_185700273.jpg%3Ftype%3Dw966', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Fpostfiles8.naver.net%2FMjAxOTA3MTlfMTcz%2FMDAxNTYzNTMwNDUzNjkz.9Mp7hgfhJdusoobru0-6Hd2R_WqluiW5u7ROUEiksIUg.85M0Kye94vOHf4cVZX6lhvFDXt4rbh1k_CgjTrE22yMg.JPEG.yes99ok%2FKakaoTalk_20190718_185700010.jpg%3Ftype%3Dw966', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Fpostfiles15.naver.net%2FMjAxOTA3MTlfMTcw%2FMDAxNTYzNTMwNDUzNTcz.32v-QstZHkKdL-EkoicP22GVVnHNxT3ZM3aOps05R7cg.84hZDOt6XR2HCA4CKMVr9xMzEFkys2gvv0o3HUSw2mcg.JPEG.yes99ok%2FKakaoTalk_20190718_185659754.jpg%3Ftype%3Dw966', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Fpostfiles6.naver.net%2FMjAxOTA3MTlfMTE4%2FMDAxNTYzNTMwNDUzMTYw.N6nMInsy5sNKa89xe33f2cw0Gmiy6GG5eW0QAUw7AhUg.BSh-4M3eOGcuvIDKN5txzIa7qmG4JCYyY35TzLeUeKAg.JPEG.yes99ok%2FKakaoTalk_20190718_185659390.jpg%3Ftype%3Dw966', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Fpostfiles1.naver.net%2FMjAxOTA3MTlfMTkg%2FMDAxNTYzNTMwNDUzMjE3.pMSZjPWBHxpbkayd49qXe-UpFPJFE5AMpwnwDnNIOKAg.2Z7NxXAuDgIjbGzwN2oTENVZ2_Uyapvml2ytENkdKo4g.JPEG.yes99ok%2FKakaoTalk_20190718_185659570.jpg%3Ftype%3Dw966', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Fpostfiles1.naver.net%2FMjAxOTA3MTlfOTgg%2FMDAxNTYzNTMwNDUzMTc0.FlzQ2Fz_qFK6AyyiLM5jFFJQjIkY4xiKLUDuoUkP9hog.ktYU_hk2L_epiuIf4c01Rf5VF6b7LvJ_MpQAg6l29Mgg.JPEG.yes99ok%2FKakaoTalk_20190718_185659195.jpg%3Ftype%3Dw966', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Fpostfiles1.naver.net%2FMjAxOTA3MTlfMTk4%2FMDAxNTYzNTMwNDUzMTYw.u9tQrcteDfi6xSdM6XGvTCi1yLCTgq3K3QlZOBb5zCcg.4UTFG3zH482CEMobo5U5fC6ycNUviV551K48dqvbq9Yg.JPEG.yes99ok%2FKakaoTalk_20190718_185659011.jpg%3Ftype%3Dw966', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Fpostfiles16.naver.net%2FMjAxOTA3MTlfMjQ1%2FMDAxNTYzNTMwNDUzMjA4.ScRqe_zr7__-8iUzB_PuO9rkSaen9kPZI1JCsmBo1I0g.a_vOgagaLZT8BMCPpX4itWvVSrji_wfp9TADW3W20Fog.JPEG.yes99ok%2FKakaoTalk_20190718_185658810.jpg%3Ftype%3Dw966', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Fpostfiles9.naver.net%2FMjAxOTA3MTlfMTg2%2FMDAxNTYzNTMwNDUzMTM2.eD5ayplDsZYwclTLR45S00VHzKnERE96cplMd6euwjQg.2654qXp2Y_k2lEeMVTeFWZc2ARRcdLpStXWedfH4Uggg.JPEG.yes99ok%2FKakaoTalk_20190718_185658518.jpg%3Ftype%3Dw966', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Fpostfiles1.naver.net%2FMjAxOTA3MTlfMjYz%2FMDAxNTYzNTMwNDUzNjU5.UPa5zplCvp5CRj2ifPWETaaCkw5ajOj8KQ3sI7QxUGIg.xVVrwM1DkA236fubPwGqG_PzApZ2nq6IqxLAVGRLUrcg.JPEG.yes99ok%2FKakaoTalk_20190718_185700494.jpg%3Ftype%3Dw966']",
17,KakaoMap,명품펜션갤러리,봉산면 예지리 668-1,"[36.1427797, 128.0483838]",,,봉산면,숙박,,,0,,,,2021.10.10.,,[],
18,KakaoMap,하늘펜션 전기차충전소,,"[36.1427797, 128.0483838]",,,봉산면,전기자동차 충전소,,,0,,,,2021.02.22.,1811-1350,[],
19,KakaoMap,대성글램핑&펜션,북삼읍 숭오리 879,"[36.0650064, 128.2999293]",http://xn--bj0bv8ghse6zlclz.com/,,북삼읍,글램핑장,"{'roomName': ['///펜션', '///글램핑(대형)', '///글램핑(온돌) 1', '///글램핑(온돌) 2', '///글램핑(온돌) 3', '///펜션', '///글램핑(대형)', '///글램핑(온돌) 1', '///글램핑(온돌) 2', '///글램핑(온돌) 3', '///글램핑(온돌) 4', '///글램핑(온돌) 5', '///글램핑(온돌) 6', '///글램핑(침대) 1', '///글램핑(침대) 2'], 'roomPrice': ['주중 169,000원|주말 209,000원', '주중 159,000원|주말 199,000원', '주중 109,000원|주말 159,000원', '주중 109,000원|주말 159,000원', '주중 109,000원|주말 159,000원', '주중 169,000원|주말 209,000원', '주중 159,000원|주말 199,000원', '주중 109,000원|주말 159,000원', '주중 109,000원|주말 159,000원', '주중 109,000원|주말 159,000원', '주중 109,000원|주말 159,000원', '주중 109,000원|주말 159,000원', '주중 109,000원|주말 159,000원', '주중 109,000원|주말 159,000원', '주중 109,000원|주말 159,000원'], 'roomDescription': ['기준 2인|최대 4인', '기준 4인|최대 6인', '기준 2인|최대 4인', '기준 2인|최대 4인', '기준 2인|최대 4인', '기준 2인|최대 4인', '기준 4인|최대 6인', '기준 2인|최대 4인', '기준 2인|최대 4인', '기준 2인|최대 4인', '기준 2인|최대 4인', '기준 2인|최대 4인', '기준 2인|최대 4인', '기준 2인|최대 3인', '기준 2인|최대 3인']}",,3.7,,,,2020.05.25.,010-9419-3211,"['https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF04F1199985A4C15BC45E0DFEE03D517', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F5420DAE76D1A4527B2A3C6412C8AE4DA', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7A88D639FFBE415DBD0E4B85B91FB303', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FAD6CDFBFB55E414DB7DE55971B716D10', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE99707FC3AC94CE295B9D17F126B4B24', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFAD8E7363EF64BB2B4161EE1ECF260B8', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7B265D28718642E4B479D1A8B58CE0A1', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F66E457FD8358466285F757B1A999A656', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F663FE3E92AAA444D9786D0AB989801A8', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMTA4MTZfMjU4%2FMDAxNjI5MTE2NTMzNzc5.1wjSNx0tzZh3eDGTpAt_Q8651wbaehk8Of13nDu0nawg.V6lFy374Hi21U9IFBQBGVUwOTGJATvrRGsOIKyQKXmIg.JPEG.heidi_pt%2FKakaoTalk_20210816_205443603_10.jpg%3Ftype%3Dw966']",
20,KakaoMap,1004펜션야영장,상촌면 하도대리 25-11,"[36.125449, 127.8975625]",,,상촌면,"야영,캠핑장",,,5.0,,,,2018.03.04.,,"['https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Fpostfiles11.naver.net%2FMjAxOTEwMTZfMjg0%2FMDAxNTcxMjI1MjEyNDcw.dsiRXhe0Kivoia4nOgXAAh5DtLETf-jj-nKRy51eRuQg.Vl1IcmmykvqcbZoLHwwSCQebJFYtG-HL-pFuz9vYuhIg.JPEG.moonpolo79%2F20191012_193108.jpg%3Ftype%3Dw773', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Fpostfiles7.naver.net%2FMjAxOTEwMTZfMTIg%2FMDAxNTcxMjI1MjEwNTM0.gfixXJI7QWmihc9nBRzhD4s9FdntfbXT7fQOjD2Y2Lwg.cPWrILXc2-V4LF1av0jkXJFLOfM0UvGR__70ooFhN8sg.JPEG.moonpolo79%2F20191012_191143.jpg%3Ftype%3Dw773', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Fpostfiles3.naver.net%2FMjAxOTEwMTZfMTQ5%2FMDAxNTcxMjI1MjA4NzI0.Lb9V8exZgFJRXor5cXgNSF2p6hvlLeUTZmtZP_XNJSkg.Bwd70xG4f0rFOO0H3bzqeqbKhIYlRt_7msAZiMIxYDYg.JPEG.moonpolo79%2F20191012_185955.jpg%3Ftype%3Dw773', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Fpostfiles6.naver.net%2FMjAxOTEwMTZfMjQ3%2FMDAxNTcxMjI1MjA2ODU2.Ag8jNgG3eFw8mUvllHd3j1jhN1Pg1-x-fIGPCs1Ulicg.llgDaxHSxQAx5JqpEZW-d6pQCnE6g1I4lYh0z3baK1Yg.JPEG.moonpolo79%2F20191012_185903.jpg%3Ftype%3Dw773', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Fpostfiles9.naver.net%2FMjAxOTEwMTZfNjMg%2FMDAxNTcxMjI1MjA0ODM4.Nq2PKwjhGcWyhq8DawmWlB2mYSqRXbLQHVZYSSS7g9Ug.gNcln5hklQGLcf_vmBNCRkiBgPF5fEYtvV0_UQtdBw0g.JPEG.moonpolo79%2F20191012_184928.jpg%3Ftype%3Dw773', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Fpostfiles12.naver.net%2FMjAxOTEwMTZfMjA1%2FMDAxNTcxMjI1MjAzMjI4.srdfa3-ePsBr8vUZqs1VcXC6Dw3vvMNW4cCr83MVHvIg.fpQElxGksPk9Q9hkIi2kExIjmcKPTY9nhn_yesFauHYg.JPEG.moonpolo79%2F20191012_184923.jpg%3Ftype%3Dw773', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Fpostfiles15.naver.net%2FMjAxOTEwMTZfMjcz%2FMDAxNTcxMjI1MjAxNTIy.mBj8nMwncxKPe12MCLZSGSuW3GRZAkp57qRP1bPRN_og.G9C3GcFMwHdFJt63w2P4fP6jZtAiULDQzSOn_IaLj-cg.JPEG.moonpolo79%2F20191012_184915.jpg%3Ftype%3Dw773', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Fpostfiles3.naver.net%2FMjAxOTEwMTZfMTQx%2FMDAxNTcxMjI1MTk5ODky.x_JVu_3aY6_-pgOI1FXaTKoYfXvvvbOney0f7soelWog.dtb9z__SV2CBcOTiyhnD2U5s9qSUklm6EHCb51wrNdkg.JPEG.moonpolo79%2F20191012_184633.jpg%3Ftype%3Dw773', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Fpostfiles2.naver.net%2FMjAxOTEwMTZfMjkx%2FMDAxNTcxMjI1MTk4MzE1.keMdKekvJaA0Kx41B6HPAjG-8o0n_jISiOc7xIxVY80g.o0IzRoinyrOrqj5wRJmbVZq-OrHk2hhf0TSmB9Li9fsg.JPEG.moonpolo79%2F20191012_211337.jpg%3Ftype%3Dw773', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Fpostfiles9.naver.net%2FMjAxOTEwMTZfMTE1%2FMDAxNTcxMjI1MTk2NjEw.wEa06fVmfg8KkzcSLs3cUXlHiEAsp_l5dXwGLkliP5gg.ZEGzxNtU7w9JFhE4XWwuEXbiiyTXnnz-xfwiLHGqxxIg.JPEG.moonpolo79%2F20191012_181348.jpg%3Ftype%3Dw773']",
21,KakaoMap,용소골펜션민박촌 민속박물관,벽진면 봉학리 956,"[35.9684442, 128.1738574]",,,벽진면,박물관,,,0,,,,2018.02.28.,,[],
22,KakaoMap,직지유스텔,봉산면 덕천리 553-24,"[36.13573, 128.0347874]",https://pensionmotel.modoo.at/,,봉산면,"여관,모텔",,,0,,,,2021.10.20.,010-6331-8885,"['https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F03EA1D42BEE24AB99C73A15CF598C3CC', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F8B9E8BB4D2844D3E8BA05F87D20C4A8F', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F96C4255331CB48C8B7BEF90E9CB5D037', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F44271C257CF940F9AB5221224D0EEF81', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F177FFCE075454954A20C95226913F02E', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FAA34E0F840DC4B53B65AF8806DA35BAA', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F025BAA18BDD34E5E9A96D9BD246C5C55', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F4D17E537352149D6ACABC6D1032C034A', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FA4030BF8B8C0491CB9DE1BC4C4ED2176', 'https://img1.kakaocdn.net/relay/local/R680x420/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FC14F665799554708A6F7858404FD7FB0']",
